GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,VISIT_AREA_NM,MVMN_NM,DGSTFN
여,20.0,7.0,2.0,3.0,3.0,6.0,6.0,4.0,6.0,9.0,1.0,카페노티드 제주애월,자가용,5.0
여,20.0,3.0,1.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,1.0,김해국제공항 국내선청사,자가용,5.0
남,20.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,행담도휴게소충전소 서울방향,자가용,5.0
남,30.0,3.0,3.0,3.0,6.0,6.0,6.0,3.0,5.0,2.0,1.0,청주국제공항,대중교통 등,4.0
남,20.0,7.0,1.0,2.0,2.0,2.0,6.0,6.0,7.0,1.0,1.0,여성회관북쪽 공영주차장,자가용,4.0
남,40.0,4.0,1.0,6.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,운진항,대중교통 등,4.0
남,20.0,2.0,2.0,2.0,3.0,6.0,2.0,2.0,6.0,1.0,0.0,제주안덕농협하나로마트&로컬푸드직매장 제주1호점,대중교통 등,5.0
여,30.0,2.0,4.0,2.0,4.0,5.0,2.0,5.0,4.0,2.0,0.0,한려해상국립공원 학동야영장,자가용,4.0
여,20.0,3.0,3.0,3.0,6.0,6.0,5.0,4.0,6.0,2.0,1.0,신동아렌터카,대중교통 등,4.0
남,30.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,7.0,2.0,사동항,대중교통 등,4.0
남,30.0,6.0,2.0,2.0,3.0,3.0,6.0,3.0,6.0,1.0,1.0,이런날엔,대중교통 등,5.0
남,20.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,6.0,1.0,1.0,김녕해수욕장,대중교통 등,5.0
여,30.0,2.0,1.0,2.0,4.0,6.0,3.0,2.0,5.0,1.0,0.0,리틀보라카이,대중교통 등,4.0
여,20.0,4.0,4.0,4.0,3.0,4.0,5.0,6.0,5.0,3.0,1.0,제주기념품가게 올레파머스 함덕,대중교통 등,4.0
남,40.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,1.0,생각하는정원,대중교통 등,3.0
남,30.0,2.0,5.0,3.0,5.0,6.0,4.0,6.0,1.0,2.0,0.0,장수애섬식당,대중교통 등,5.0
여,20.0,5.0,1.0,4.0,1.0,5.0,5.0,6.0,1.0,2.0,1.0,우도예쁘다,대중교통 등,5.0
남,30.0,4.0,4.0,4.0,4.0,2.0,4.0,7.0,6.0,1.0,1.0,광주공항,대중교통 등,4.0
여,20.0,5.0,2.0,2.0,4.0,3.0,6.0,4.0,3.0,2.0,0.0,꽃밥,대중교통 등,4.0
여,30.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,6.0,1.0,1.0,성산아쿠아비치호텔,자가용,2.0
남,50.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,7.0,6.0,0.0,한담해안산책로,대중교통 등,5.0
여,30.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,7.0,4.0,0.0,능가사,자가용,5.0
남,20.0,4.0,2.0,1.0,6.0,7.0,7.0,7.0,5.0,2.0,0.0,몽중인,대중교통 등,5.0
여,30.0,3.0,2.0,2.0,4.0,3.0,2.0,6.0,4.0,4.0,1.0,새별오름,자가용,5.0
여,30.0,2.0,4.0,4.0,2.0,1.0,3.0,5.0,2.0,2.0,0.0,포도뮤지엄,대중교통 등,5.0
남,40.0,3.0,4.0,5.0,4.0,4.0,6.0,7.0,1.0,3.0,2.0,라마다 제주시티홀,자가용,4.0
여,20.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,7.0,2.0,1.0,어영공원,대중교통 등,4.0
여,20.0,2.0,3.0,4.0,3.0,5.0,4.0,5.0,2.0,2.0,0.0,어영소공원,대중교통 등,4.0
여,20.0,1.0,2.0,1.0,6.0,4.0,1.0,7.0,7.0,1.0,0.0,한라산1100고지,대중교통 등,5.0
여,30.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,7.0,1.0,푸르다오션펜션,대중교통 등,4.0
여,20.0,2.0,2.0,1.0,4.0,2.0,6.0,2.0,7.0,1.0,0.0,카페송키,대중교통 등,5.0
남,20.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,6.0,1.0,1.0,비수기애호가,대중교통 등,3.0
여,20.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,6.0,3.0,1.0,라 플라주,자가용,4.0
여,30.0,4.0,3.0,5.0,4.0,3.0,5.0,6.0,4.0,9.0,1.0,바람에머물다,대중교통 등,4.0
여,20.0,1.0,1.0,1.0,7.0,6.0,4.0,3.0,7.0,2.0,1.0,더오크라호텔,대중교통 등,4.0
여,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,욕지도할매바리스타,자가용,4.0
여,20.0,2.0,1.0,4.0,5.0,4.0,3.0,2.0,7.0,2.0,0.0,제주국제공항,대중교통 등,5.0
남,50.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,6.0,1.0,1.0,옹암해변,자가용,5.0
여,20.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,5.0,1.0,1.0,쪼끌락,자가용,5.0
여,20.0,3.0,1.0,1.0,4.0,6.0,3.0,3.0,6.0,3.0,1.0,푸르곤,대중교통 등,5.0
남,30.0,5.0,1.0,2.0,2.0,4.0,2.0,2.0,5.0,1.0,0.0,금문도,자가용,5.0
여,20.0,1.0,2.0,3.0,3.0,4.0,4.0,6.0,7.0,4.0,1.0,국수나무 제주공항점,대중교통 등,3.0
여,30.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,6.0,2.0,0.0,서귀다원,자가용,4.0
남,20.0,1.0,1.0,1.0,6.0,6.0,1.0,7.0,2.0,3.0,1.0,제주불빛정원,자가용,4.0
남,30.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,9.0,3.0,새별오름,자가용,4.0
남,30.0,2.0,3.0,2.0,6.0,6.0,3.0,3.0,5.0,6.0,2.0,제주국제공항,대중교통 등,4.0
여,20.0,3.0,3.0,5.0,2.0,3.0,5.0,2.0,6.0,2.0,0.0,바람에스치운다,대중교통 등,4.0
여,20.0,7.0,1.0,1.0,7.0,7.0,7.0,7.0,1.0,2.0,0.0,욕지도 제1출렁다리,대중교통 등,5.0
여,20.0,2.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,0.0,성산일출봉,대중교통 등,4.0
여,20.0,6.0,2.0,1.0,1.0,2.0,3.0,3.0,7.0,2.0,4.0,카페 사분의이,대중교통 등,4.0
남,30.0,7.0,4.0,2.0,1.0,1.0,2.0,2.0,5.0,3.0,1.0,제주동문시장,자가용,3.0
여,20.0,5.0,1.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,1.0,이마트 시화점,자가용,3.0
남,30.0,6.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,천수만꽃게장,자가용,4.0
여,20.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,2.0,마블링,대중교통 등,4.0
여,20.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,7.0,5.0,1.0,청굴물,대중교통 등,5.0
여,40.0,2.0,3.0,1.0,3.0,2.0,2.0,6.0,4.0,7.0,3.0,유수암캠핑장,자가용,3.0
여,30.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,6.0,3.0,4.0,제주공항,자가용,5.0
남,50.0,2.0,6.0,1.0,3.0,6.0,6.0,5.0,7.0,6.0,2.0,울릉도,대중교통 등,5.0
여,30.0,2.0,2.0,1.0,5.0,6.0,2.0,1.0,7.0,2.0,0.0,바다김밥,자가용,4.0
여,30.0,4.0,1.0,4.0,4.0,3.0,4.0,7.0,7.0,6.0,3.0,제주국제공항,대중교통 등,5.0
남,30.0,1.0,5.0,4.0,2.0,3.0,5.0,2.0,6.0,4.0,0.0,돌창고,자가용,4.0
여,30.0,2.0,4.0,1.0,1.0,2.0,6.0,3.0,6.0,1.0,2.0,신창풍차해안,자가용,5.0
여,20.0,3.0,2.0,2.0,6.0,2.0,1.0,7.0,7.0,4.0,0.0,토끼문,자가용,4.0
여,20.0,3.0,2.0,2.0,3.0,3.0,3.0,7.0,7.0,3.0,3.0,안녕육지사람,자가용,5.0
남,30.0,2.0,1.0,6.0,1.0,2.0,4.0,2.0,5.0,1.0,3.0,베드라디오 동문점,대중교통 등,4.0
여,40.0,5.0,4.0,1.0,4.0,5.0,3.0,6.0,4.0,2.0,3.0,에이바우트커피 함덕해수욕장점,자가용,5.0
여,30.0,1.0,3.0,6.0,4.0,1.0,1.0,7.0,7.0,1.0,7.0,도두동무지개해안도로,자가용,4.0
남,30.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0,8.0,2.0,함덕해수욕장,자가용,5.0
여,20.0,5.0,3.0,2.0,5.0,4.0,5.0,6.0,6.0,3.0,2.0,금문도,자가용,5.0
여,20.0,2.0,1.0,1.0,7.0,7.0,1.0,6.0,1.0,3.0,5.0,새왓댁 1호점,대중교통 등,5.0
여,30.0,3.0,2.0,1.0,5.0,6.0,2.0,3.0,3.0,3.0,1.0,칠링아웃샵 제주중문점,자가용,5.0
남,50.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,요리하는김선장,대중교통 등,3.0
여,40.0,2.0,1.0,1.0,3.0,4.0,1.0,4.0,6.0,1.0,1.0,제주국제공항,자가용,5.0
여,20.0,4.0,2.0,2.0,3.0,4.0,5.0,2.0,7.0,3.0,1.0,채정하,대중교통 등,3.0
여,30.0,4.0,2.0,4.0,4.0,5.0,4.0,6.0,5.0,1.0,0.0,칠머리공원,대중교통 등,5.0
여,20.0,2.0,1.0,2.0,5.0,7.0,1.0,6.0,4.0,7.0,1.0,제주국제공항,대중교통 등,4.0
여,40.0,1.0,2.0,2.0,7.0,4.0,2.0,1.0,2.0,7.0,1.0,카페글렌코,자가용,5.0
남,30.0,7.0,4.0,2.0,1.0,1.0,2.0,2.0,5.0,3.0,1.0,서유기마라탕 하귀점,자가용,1.0
여,20.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,5.0,2.0,0.0,호텔앨리스&트렁크,대중교통 등,4.0
남,20.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,3.0,1.0,네스트호텔,자가용,5.0
여,20.0,7.0,2.0,5.0,2.0,3.0,7.0,3.0,2.0,2.0,0.0,서귀포치유의숲,대중교통 등,3.0
여,20.0,4.0,1.0,2.0,4.0,2.0,2.0,7.0,7.0,9.0,4.0,제주동문시장,대중교통 등,5.0
여,30.0,3.0,2.0,3.0,3.0,4.0,6.0,2.0,7.0,1.0,1.0,윤활,자가용,5.0
여,30.0,2.0,3.0,2.0,4.0,6.0,5.0,7.0,7.0,1.0,0.0,엘지마트,대중교통 등,2.0
여,20.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,7.0,9.0,4.0,김포국제공항 국내선,대중교통 등,4.0
남,20.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,0.0,판포포구,대중교통 등,5.0
남,20.0,4.0,1.0,1.0,3.0,6.0,5.0,3.0,3.0,7.0,0.0,제주현대렌트카,자가용,3.0
여,50.0,3.0,4.0,1.0,4.0,4.0,2.0,4.0,7.0,7.0,0.0,트라인커피,자가용,3.0
여,30.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,7.0,2.0,1.0,GS칼텍스 예울마루,자가용,4.0
여,40.0,2.0,2.0,1.0,3.0,5.0,2.0,2.0,4.0,2.0,1.0,제주 자몽호텔,대중교통 등,4.0
여,20.0,7.0,2.0,1.0,6.0,1.0,4.0,6.0,6.0,2.0,0.0,달리센트,대중교통 등,4.0
여,20.0,1.0,1.0,1.0,6.0,4.0,2.0,3.0,5.0,4.0,0.0,서귀포칠십리시공원,대중교통 등,4.0
남,30.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,6.0,2.0,3.0,옥돔식당,대중교통 등,4.0
남,30.0,1.0,3.0,2.0,3.0,3.0,3.0,7.0,5.0,1.0,1.0,대천휴게소 서울방향,자가용,3.0
남,20.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,0.0,이천쌀밥,대중교통 등,5.0
남,30.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,1.0,3.0,제주국제공항,대중교통 등,5.0
여,30.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,이마트 제주점,대중교통 등,5.0
여,30.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,6.0,2.0,0.0,구포시장,자가용,4.0
남,20.0,6.0,1.0,1.0,2.0,6.0,6.0,4.0,6.0,1.0,3.0,춘심이네 2호점,대중교통 등,5.0
여,30.0,1.0,1.0,2.0,4.0,5.0,4.0,2.0,6.0,1.0,0.0,서귀포매일올레시장,자가용,3.0
남,40.0,2.0,6.0,2.0,1.0,1.0,1.0,7.0,5.0,4.0,0.0,양지공원,자가용,3.0
여,50.0,2.0,4.0,3.0,6.0,4.0,5.0,2.0,5.0,2.0,0.0,골든튤립제주성산호텔,대중교통 등,4.0
여,20.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,6.0,3.0,성산포항우도도항선매표소,자가용,5.0
여,20.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,달이뜨는식탁,자가용,5.0
여,30.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0,2.0,0.0,함덕해수욕장,대중교통 등,5.0
여,50.0,4.0,6.0,6.0,5.0,6.0,3.0,4.0,4.0,2.0,2.0,거북선빵,자가용,3.0
여,30.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,7.0,1.0,2.0,에코랜드호텔,대중교통 등,5.0
여,30.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,9.0,5.0,송악산둘레길,자가용,5.0
남,40.0,4.0,5.0,2.0,2.0,5.0,4.0,2.0,4.0,3.0,4.0,국시트멍,대중교통 등,3.0
여,20.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,천지연로 41번길,자가용,5.0
여,40.0,2.0,4.0,1.0,4.0,2.0,6.0,1.0,6.0,9.0,3.0,검멀레해변,자가용,4.0
여,40.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,비수기애호가,대중교통 등,5.0
여,30.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,6.0,1.0,3.0,한라수목원,자가용,5.0
남,50.0,4.0,2.0,2.0,2.0,6.0,3.0,2.0,6.0,3.0,5.0,에버리스골프리조트,대중교통 등,3.0
여,20.0,2.0,3.0,1.0,4.0,6.0,1.0,6.0,6.0,1.0,0.0,아베베베이커리,자가용,4.0
여,30.0,4.0,2.0,3.0,6.0,2.0,2.0,6.0,7.0,2.0,1.0,드르쿰다in성산,자가용,5.0
남,20.0,2.0,1.0,1.0,4.0,6.0,2.0,7.0,5.0,1.0,0.0,빌리카,대중교통 등,3.0
남,30.0,1.0,1.0,3.0,1.0,2.0,7.0,3.0,6.0,2.0,1.0,제주국제공항,대중교통 등,5.0
여,20.0,7.0,1.0,6.0,7.0,1.0,7.0,1.0,6.0,2.0,0.0,올레길 14코스(저지-한림 올레),대중교통 등,5.0
여,60.0,2.0,4.0,1.0,7.0,6.0,4.0,1.0,4.0,6.0,2.0,엄선장짬뽕,자가용,5.0
남,20.0,7.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,2.0,2.0,김포국제공항 국내선,자가용,4.0
여,40.0,4.0,3.0,2.0,3.0,2.0,3.0,6.0,3.0,10.0,2.0,신화테마파크,자가용,3.0
여,40.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,6.0,1.0,3.0,김희선제주몸국,대중교통 등,5.0
남,20.0,4.0,1.0,1.0,4.0,5.0,1.0,6.0,1.0,7.0,0.0,이마트 제주점,자가용,5.0
여,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,일품순두부 연동점,대중교통 등,4.0
여,30.0,4.0,5.0,6.0,4.0,5.0,3.0,6.0,5.0,2.0,1.0,오늘은녹차한잔,자가용,4.0
여,30.0,2.0,2.0,6.0,6.0,4.0,4.0,6.0,5.0,2.0,0.0,제주국제공항,대중교통 등,5.0
여,30.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,1.0,0.0,제주국제공항 JDC면세점,대중교통 등,4.0
남,20.0,4.0,1.0,1.0,6.0,6.0,7.0,2.0,7.0,7.0,0.0,국립제주박물관,대중교통 등,5.0
남,40.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,5.0,1.0,2.0,목포고을,자가용,4.0
남,20.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,2.0,1.0,빌림,자가용,5.0
여,20.0,3.0,3.0,2.0,3.0,6.0,4.0,7.0,4.0,2.0,3.0,금돗,대중교통 등,4.0
여,30.0,7.0,2.0,3.0,1.0,3.0,5.0,7.0,7.0,3.0,2.0,파라다이스시티,자가용,5.0
여,30.0,3.0,2.0,2.0,4.0,3.0,2.0,6.0,4.0,4.0,1.0,에이스서프,자가용,3.0
여,20.0,4.0,2.0,2.0,2.0,2.0,3.0,6.0,6.0,2.0,0.0,제주도서핑샵 문서프,대중교통 등,4.0
여,30.0,4.0,4.0,3.0,6.0,6.0,4.0,4.0,6.0,3.0,2.0,숙성도 노형점,대중교통 등,4.0
남,20.0,4.0,1.0,4.0,1.0,7.0,4.0,7.0,2.0,8.0,0.0,짚신매운갈비찜 한양대점,자가용,5.0
남,20.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,0.0,산방댁,대중교통 등,5.0
여,30.0,5.0,2.0,2.0,3.0,5.0,4.0,5.0,1.0,7.0,0.0,우도올레보트,자가용,4.0
여,30.0,4.0,3.0,3.0,5.0,3.0,3.0,6.0,6.0,5.0,2.0,서귀포매일올레시장,대중교통 등,5.0
여,20.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,풍림다방 송당점,대중교통 등,4.0
여,40.0,2.0,2.0,1.0,3.0,4.0,3.0,5.0,4.0,10.0,5.0,제주국제공항,대중교통 등,4.0
여,20.0,6.0,1.0,1.0,1.0,5.0,6.0,6.0,7.0,2.0,2.0,제주국제공항,대중교통 등,5.0
남,20.0,2.0,2.0,1.0,4.0,3.0,3.0,6.0,6.0,1.0,0.0,진달래섬,대중교통 등,3.0
여,30.0,4.0,5.0,3.0,1.0,2.0,2.0,1.0,7.0,9.0,3.0,오래된구름,자가용,4.0
여,30.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,6.0,1.0,3.0,문화휴식공원,자가용,4.0
여,20.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,2.0,금오름,대중교통 등,5.0
남,30.0,4.0,1.0,7.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,제주국제공항,대중교통 등,5.0
여,30.0,1.0,1.0,5.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,훈데르트윈즈,대중교통 등,5.0
여,50.0,1.0,7.0,1.0,7.0,7.0,1.0,7.0,1.0,3.0,9.0,제주퍼시픽호텔,대중교통 등,4.0
여,30.0,4.0,1.0,1.0,1.0,6.0,5.0,7.0,4.0,3.0,2.0,명리동식당 애월점,대중교통 등,5.0
여,50.0,4.0,6.0,6.0,5.0,6.0,3.0,4.0,4.0,2.0,2.0,위드유(withyou),자가용,4.0
남,40.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,새별프렌즈,대중교통 등,4.0
여,20.0,4.0,2.0,4.0,4.0,2.0,3.0,5.0,5.0,9.0,6.0,삼성혈해물탕 서귀포점,대중교통 등,5.0
여,20.0,5.0,2.0,1.0,3.0,5.0,4.0,3.0,7.0,1.0,0.0,빌리bike,대중교통 등,4.0
남,20.0,6.0,7.0,2.0,1.0,2.0,4.0,7.0,1.0,2.0,0.0,제주올레여행자센터,대중교통 등,4.0
여,30.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0,4.0,2.0,3.0,나라펜션캠핑장,자가용,5.0
남,20.0,5.0,2.0,2.0,7.0,6.0,2.0,7.0,1.0,6.0,8.0,선배집,자가용,5.0
여,40.0,2.0,3.0,1.0,3.0,2.0,2.0,6.0,4.0,7.0,3.0,유수암캠핑장,자가용,4.0
여,20.0,4.0,6.0,1.0,2.0,6.0,7.0,7.0,7.0,7.0,1.0,동남팔팔회센타,대중교통 등,5.0
여,20.0,4.0,1.0,1.0,1.0,7.0,6.0,1.0,1.0,2.0,1.0,제주국제공항,대중교통 등,5.0
여,60.0,4.0,2.0,4.0,2.0,5.0,4.0,5.0,7.0,2.0,1.0,이춘옥고등어쌈밥,대중교통 등,5.0
남,40.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,아일랜드리솜 오아식스선셋스파,자가용,5.0
여,30.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,4.0,2.0,0.0,해송쌈밥,자가용,2.0
여,30.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,6.0,2.0,0.0,제주국제공항 국내선출발 3번게이트,대중교통 등,5.0
남,30.0,2.0,4.0,1.0,6.0,4.0,2.0,5.0,3.0,2.0,5.0,청주국제공항,자가용,5.0
여,30.0,1.0,4.0,3.0,5.0,3.0,4.0,2.0,7.0,1.0,0.0,애월카페거리,대중교통 등,3.0
여,20.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,6.0,2.0,0.0,제주신화월드 랜딩다이닝,자가용,4.0
남,20.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,7.0,2.0,책방무사,대중교통 등,4.0
여,20.0,4.0,1.0,6.0,1.0,1.0,6.0,6.0,7.0,2.0,1.0,골든튤립제주성산호텔,자가용,3.0
여,60.0,1.0,1.0,3.0,3.0,1.0,5.0,5.0,5.0,4.0,1.0,투썸플레이스 아일랜드리솜점,자가용,5.0
남,30.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,곽지해수욕장,대중교통 등,4.0
여,20.0,1.0,1.0,2.0,4.0,7.0,2.0,3.0,7.0,3.0,3.0,후룩,대중교통 등,3.0
남,30.0,4.0,2.0,2.0,6.0,5.0,3.0,3.0,7.0,1.0,1.0,호텔휴안스테이,대중교통 등,5.0
남,30.0,3.0,2.0,2.0,4.0,4.0,2.0,6.0,4.0,3.0,2.0,삼선암,대중교통 등,4.0
남,30.0,2.0,4.0,2.0,5.0,4.0,3.0,6.0,6.0,6.0,2.0,테라로사 임당점,대중교통 등,4.0
여,20.0,4.0,1.0,3.0,2.0,4.0,5.0,2.0,5.0,1.0,1.0,제주동문시장,자가용,5.0
남,20.0,1.0,1.0,1.0,7.0,6.0,1.0,2.0,1.0,3.0,1.0,이마트 서귀포점,대중교통 등,5.0
여,20.0,5.0,6.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,스누피가든,대중교통 등,4.0
여,30.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,7.0,1.0,아리랑렌트카,자가용,4.0
남,20.0,3.0,1.0,2.0,5.0,5.0,3.0,6.0,4.0,1.0,0.0,아침미소목장,자가용,5.0
여,30.0,1.0,1.0,1.0,7.0,1.0,1.0,7.0,5.0,2.0,0.0,이춘옥의원조고등어쌈밥,자가용,5.0
남,40.0,5.0,3.0,3.0,2.0,6.0,6.0,2.0,3.0,3.0,2.0,애월삼육공,대중교통 등,1.0
여,20.0,6.0,2.0,2.0,2.0,6.0,6.0,2.0,6.0,6.0,2.0,서귀포매일올레시장,대중교통 등,4.0
남,30.0,1.0,1.0,1.0,6.0,7.0,1.0,7.0,2.0,1.0,0.0,오션트리,대중교통 등,5.0
남,20.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,6.0,1.0,코난해변,자가용,5.0
남,30.0,6.0,2.0,2.0,3.0,3.0,6.0,3.0,6.0,1.0,1.0,신창풍차해안도로,대중교통 등,5.0
남,50.0,2.0,5.0,2.0,2.0,2.0,4.0,6.0,4.0,2.0,1.0,난향,자가용,5.0
여,20.0,6.0,2.0,3.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,국시트멍,대중교통 등,5.0
남,40.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,4.0,4.0,0.0,성산일출봉,자가용,4.0
남,30.0,5.0,2.0,1.0,2.0,4.0,2.0,6.0,6.0,5.0,1.0,신화테마파크,대중교통 등,5.0
여,30.0,7.0,1.0,1.0,2.0,4.0,5.0,6.0,3.0,2.0,2.0,제주국제공항,대중교통 등,4.0
여,50.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,4.0,0.0,이정현돼지갈비강정 곽지본점,자가용,5.0
여,20.0,2.0,2.0,4.0,2.0,3.0,4.0,5.0,5.0,3.0,1.0,떡하니문어떡볶이,대중교통 등,5.0
남,30.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,장군도만두,자가용,4.0
여,40.0,2.0,1.0,1.0,3.0,3.0,6.0,1.0,3.0,2.0,1.0,네스트호텔,대중교통 등,5.0
여,20.0,4.0,2.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,1.0,해피데이,대중교통 등,4.0
여,20.0,3.0,2.0,1.0,4.0,2.0,6.0,3.0,6.0,2.0,1.0,호텔탑아일랜드,대중교통 등,5.0
여,20.0,1.0,1.0,1.0,3.0,6.0,4.0,3.0,7.0,1.0,1.0,산책,대중교통 등,5.0
여,30.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,금호제주리조트,자가용,4.0
여,40.0,1.0,1.0,1.0,6.0,7.0,6.0,2.0,1.0,3.0,2.0,만장굴,자가용,4.0
남,40.0,2.0,4.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,2.0,말랭이마을,자가용,5.0
여,30.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,6.0,3.0,1.0,하고수동해변,자가용,4.0
여,20.0,3.0,2.0,3.0,3.0,5.0,2.0,7.0,7.0,3.0,3.0,새연교,대중교통 등,4.0
남,30.0,5.0,3.0,4.0,4.0,2.0,5.0,4.0,5.0,2.0,1.0,파라다이스시티,자가용,5.0
여,60.0,1.0,4.0,1.0,7.0,4.0,1.0,1.0,7.0,2.0,1.0,곽지해수욕장,자가용,5.0
남,20.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,0.0,퍼시픽렌터카 제주지점,대중교통 등,5.0
여,30.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,6.0,8.0,3.0,호텔딘,자가용,3.0
남,20.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,6.0,1.0,1.0,중문색달해수욕장,자가용,5.0
여,30.0,2.0,2.0,3.0,2.0,2.0,6.0,6.0,6.0,2.0,1.0,중문신라원,대중교통 등,3.0
여,40.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,6.0,8.0,1.0,금능해수욕장,자가용,5.0
남,30.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,5.0,6.0,1.0,금호제주리조트,자가용,5.0
여,20.0,2.0,3.0,1.0,3.0,3.0,2.0,5.0,4.0,2.0,0.0,밤수지맨드라미,대중교통 등,5.0
여,20.0,6.0,1.0,3.0,3.0,5.0,6.0,6.0,3.0,2.0,1.0,유스퀘어광주종합버스터미널,자가용,4.0
여,40.0,1.0,4.0,1.0,6.0,4.0,1.0,7.0,5.0,9.0,6.0,골든비치펜션,대중교통 등,3.0
